-1.4655995594128488e+01  0.0000000000000000e+00
-1.4654280276023240e+01  0.0000000000000000e+00
-1.4653120803354936e+01  0.0000000000000000e+00
-1.4652833883593321e+01  0.0000000000000000e+00
-1.4648530086508439e+01  0.0000000000000000e+00
-1.4647823566951230e+01  0.0000000000000000e+00
-1.4647198880885250e+01  0.0000000000000000e+00
-1.4646294315939970e+01  0.0000000000000000e+00
-1.4645682720604327e+01  0.0000000000000000e+00
-1.4644367683069643e+01  0.0000000000000000e+00
-1.4643028751218491e+01  0.0000000000000000e+00
-1.4632047149612186e+01  0.0000000000000000e+00
-1.4627551936904444e+01  0.0000000000000000e+00
-1.4626328964455197e+01  0.0000000000000000e+00
-1.4621814354154880e+01  0.0000000000000000e+00
-1.4619995238683202e+01  0.0000000000000000e+00
-1.4618586997151469e+01  0.0000000000000000e+00
-1.4618452795365872e+01  0.0000000000000000e+00
-1.4616718814234231e+01  0.0000000000000000e+00
-1.4616564817087351e+01  0.0000000000000000e+00
-1.4596903736918371e+01  0.0000000000000000e+00
-1.4596495970246764e+01  0.0000000000000000e+00
-1.4593339431141240e+01  0.0000000000000000e+00
-1.4592011832126749e+01  0.0000000000000000e+00
-1.4590608886722674e+01  0.0000000000000000e+00
-1.4574382734583429e+01  0.0000000000000000e+00
-1.4572799008848557e+01  0.0000000000000000e+00
-1.4569293013733482e+01  0.0000000000000000e+00
-1.4563324502367381e+01  0.0000000000000000e+00
-1.4562187985738367e+01  0.0000000000000000e+00
-1.4550489137033953e+01  0.0000000000000000e+00
-1.4536781486090399e+01  0.0000000000000000e+00
-1.4533739146806193e+01  0.0000000000000000e+00
-1.4523052450139865e+01  0.0000000000000000e+00
-1.4515626081250243e+01  0.0000000000000000e+00
-1.4514864984536636e+01  0.0000000000000000e+00
-1.4510218334554793e+01  0.0000000000000000e+00
-1.4503980324366031e+01  0.0000000000000000e+00
-1.4503764685364654e+01  0.0000000000000000e+00
-1.4502283839790548e+01  0.0000000000000000e+00
-1.4498094135494885e+01  0.0000000000000000e+00
-1.4491087431541644e+01  0.0000000000000000e+00
-1.4488642734559653e+01  0.0000000000000000e+00
-1.4476788497363531e+01  0.0000000000000000e+00
-1.4473795131112308e+01  0.0000000000000000e+00
-1.4458760414424228e+01  0.0000000000000000e+00
-1.4458543708931504e+01  0.0000000000000000e+00
-1.4432265670645954e+01  0.0000000000000000e+00
-1.4415472925953047e+01  0.0000000000000000e+00
-1.4414279082660020e+01  0.0000000000000000e+00
-1.4411917724712838e+01  0.0000000000000000e+00
-1.4410670738994288e+01  0.0000000000000000e+00
-1.4394060476393900e+01  0.0000000000000000e+00
-1.4384593080575401e+01  0.0000000000000000e+00
-1.4340586109686047e+01  0.0000000000000000e+00
-1.4337565600207563e+01  0.0000000000000000e+00
-1.4327658419430959e+01  0.0000000000000000e+00
-1.4302046648705437e+01  0.0000000000000000e+00
-1.4273446425409354e+01  0.0000000000000000e+00
-1.4255017501851967e+01  0.0000000000000000e+00
-1.4227517221920092e+01  0.0000000000000000e+00
-1.4200131281980314e+01  0.0000000000000000e+00
-1.4137232058060148e+01  0.0000000000000000e+00
-1.4101761088163929e+01  0.0000000000000000e+00
-1.4087356079481017e+01  0.0000000000000000e+00
-1.4070889771745527e+01  0.0000000000000000e+00
-1.4065179075449702e+01  0.0000000000000000e+00
-1.4040249626954182e+01  0.0000000000000000e+00
-1.4003140892677274e+01  0.0000000000000000e+00
-1.3975923747964943e+01  0.0000000000000000e+00
-1.3948011772362806e+01  0.0000000000000000e+00
-1.3919007987519507e+01  0.0000000000000000e+00
-1.3894403483336333e+01  0.0000000000000000e+00
-1.3872894121091301e+01  0.0000000000000000e+00
-1.3846457484245040e+01  0.0000000000000000e+00
-1.3826972688726524e+01  0.0000000000000000e+00
-1.3818935566440427e+01  0.0000000000000000e+00
-1.3812996332201685e+01  0.0000000000000000e+00
-1.3783253652836756e+01  0.0000000000000000e+00
-1.3755526463322887e+01  0.0000000000000000e+00
-1.3741683870462630e+01  0.0000000000000000e+00
-1.3714297543215356e+01  0.0000000000000000e+00
-1.3595283998809320e+01  0.0000000000000000e+00
-1.3589345050568561e+01  0.0000000000000000e+00
-1.3574258669348797e+01  0.0000000000000000e+00
-1.3574013989105060e+01  0.0000000000000000e+00
