 2.6635516117997167e+00 -4.8481482583022109e-06
 2.6621941097625603e+00 -4.8481177602944848e-06
 2.6628728592585835e+00 -4.8481205281459439e-06
 2.6628728592772575e+00 -4.8481482805640037e-06
 2.6617421144372519e+00 -4.8481072338901754e-06
 2.6617421144238809e+00 -4.8481385114452342e-06
 2.6610633699265902e+00 -4.8481177867820343e-06
 2.6610633700158610e+00 -4.8480851168481892e-06
 2.6599326385782271e+00 -4.8480245337620518e-06
 2.6601601410076974e+00 -4.8481383538856448e-06
 2.6601601410272848e+00 -4.8480633885072956e-06
 2.6594814036929355e+00 -4.8480211667378385e-06
 2.6594814035885497e+00 -4.8482151417495337e-06
 2.6567687460120371e+00 -4.8480443203388901e-06
 2.6583506838523698e+00 -4.8480583993981696e-06
 2.6583506842723343e+00 -4.8481695852500785e-06
 2.6581280075678353e+00 -4.8480241985338068e-06
 2.6581280075268205e+00 -4.8480938774872751e-06
 2.6574492791313946e+00 -4.8480988794278576e-06
 2.6574492793917708e+00 -4.8480515179714413e-06
 2.6563185751378202e+00 -4.8480684946560419e-06
 2.6563185746121341e+00 -4.8482625077310947e-06
 2.6556470865114052e+00 -4.8479621639335185e-06
 2.6556470866312165e+00 -4.8480619221677387e-06
 2.6549683695777033e+00 -4.8480479407927896e-06
 2.6549683692253847e+00 -4.8480717477121179e-06
 2.6547366574892837e+00 -4.8480528442973016e-06
 2.6547366586859167e+00 -4.8482961452414032e-06
 2.6538376830848951e+00 -4.8481528971174751e-06
 2.6538376839870281e+00 -4.8481398776376235e-06
 2.6527045974581367e+00 -4.8482635634701794e-06
 2.6527190537583643e+00 -4.8480502232717271e-06
 2.6527190536123002e+00 -4.8479607116296643e-06
 2.6522557934378259e+00 -4.8481521632175035e-06
 2.6522557919082708e+00 -4.8480407948563524e-06
 2.6520403493066009e+00 -4.8479068768391146e-06
 2.6520403499317977e+00 -4.8481525114955945e-06
 2.6509096862361341e+00 -4.8482825660695502e-06
 2.6509096850013480e+00 -4.8479613856563912e-06
 2.6502237641495334e+00 -4.8481622843060529e-06
 2.6502237665904889e+00 -4.8479903572481388e-06
 2.6477429740722647e+00 -4.8480098835445884e-06
 2.6486671977219540e+00 -4.8481314738335663e-06
 2.6486671969174749e+00 -4.8476706848992281e-06
 2.6472958390060306e+00 -4.8479597709963652e-06
 2.6472958360582193e+00 -4.8485904648256748e-06
 2.6493278243901708e+00 -4.8483881065541780e-06
 2.6493278264078097e+00 -4.8478612105792141e-06
 2.6493458862130672e+00 -4.8479311330895669e-06
 2.6493458863990362e+00 -4.8479681999773205e-06
 2.6475365577078249e+00 -4.8480090274871479e-06
 2.6475365593097453e+00 -4.8479948429348344e-06
 2.6459547348785453e+00 -4.8479822961602359e-06
 2.6459547323266892e+00 -4.8482331814545750e-06
 2.6455298626122503e+00 -4.8480127003979478e-06
 2.6455298623550116e+00 -4.8478531250528632e-06
 2.6418872714148365e+00 -4.8484427291105957e-06
 2.6448511902157756e+00 -4.8481099548247828e-06
 2.6448511910164929e+00 -4.8478669975149429e-06
 2.6448150918327893e+00 -4.8480367379885287e-06
 2.6448150969092201e+00 -4.8485602379278561e-06
 2.6437205812584459e+00 -4.8481564763141269e-06
 2.6437205793400200e+00 -4.8480015539218963e-06
 2.6439227888109125e+00 -4.8480634233607702e-06
 2.6439227932553138e+00 -4.8480500718284389e-06
 2.6421387933926623e+00 -4.8478505492721676e-06
 2.6421387971980943e+00 -4.8484981105668729e-06
 2.6414421062733102e+00 -4.8481453711751704e-06
 2.6414421004431228e+00 -4.8484067424472225e-06
 2.6412735592687144e+00 -4.8478984440157807e-06
 2.6412735594868422e+00 -4.8477179271632594e-06
 2.6358507499944142e+00 -4.8475924718635775e-06
 2.6359012194459650e+00 -4.8477678920972017e-06
 2.6405949070812147e+00 -4.8478577449606563e-06
 2.6405949060936695e+00 -4.8479623277677966e-06
 2.6401069067542786e+00 -4.8484808108928268e-06
 2.6401069015032550e+00 -4.8482634839879288e-06
 2.6394643268096840e+00 -4.8479900472408979e-06
 2.6394643293475482e+00 -4.8481278011506412e-06
 2.6385143413112400e+00 -4.8479124810055079e-06
 2.6385143503691926e+00 -4.8490634654891325e-06
 2.6376262750640627e+00 -4.8484524410077232e-06
 2.6376262832831427e+00 -4.8488730573661802e-06
 2.6378825898231040e+00 -4.8486942160090718e-06
 2.6378825854968522e+00 -4.8479606060653507e-06
 2.6365798520029435e+00 -4.8476270519960539e-06
 2.6365798517851080e+00 -4.8478787647215673e-06
 2.6311572186048986e+00 -4.8485373967138437e-06
 2.6313258235790546e+00 -4.8490169986779572e-06
 2.6314519104665419e+00 -4.8475839171653501e-06
 2.6351414955502901e+00 -4.8482684822915831e-06
 2.6331889826738579e+00 -4.8478603891792610e-06
 2.6331889881786252e+00 -4.8484256833494825e-06
 2.6333702032092554e+00 -4.8484996310907861e-06
 2.6333701942730872e+00 -4.8491964409123187e-06
 2.6358507573303340e+00 -4.8488874132287669e-06
 2.6359012207882935e+00 -4.8477770368368632e-06
 2.6346986004097688e+00 -4.8478796161343279e-06
 2.6346985907165683e+00 -4.8492554204273391e-06
 2.6347706781405180e+00 -4.8481111175679616e-06
 2.6347706752936619e+00 -4.8478669176537002e-06
 2.6280611622328491e+00 -4.8478479641237840e-06
 2.6286767308686310e+00 -4.8486006461448084e-06
 2.6286767431171225e+00 -4.8493470717958743e-06
 2.6296427951061991e+00 -4.8478234292365701e-06
 2.6296427987750923e+00 -4.8481291634214432e-06
 2.6304425911264748e+00 -4.8492839093634316e-06
 2.6304426045076670e+00 -4.8488080166360154e-06
 2.6307733026603723e+00 -4.8477020797111331e-06
 2.6307733012860357e+00 -4.8479369477831651e-06
 2.6311572109032051e+00 -4.8484276100609178e-06
 2.6314519109319878e+00 -4.8478086634152826e-06
 2.6313258380133742e+00 -4.8494426031686554e-06
 2.6275102620511870e+00 -4.8487409506560943e-06
 2.6280611565480596e+00 -4.8482740357950198e-06
 2.6270699358163285e+00 -4.8482369340895127e-06
 2.6270699201124441e+00 -4.8498382726813301e-06
 2.6252146153601625e+00 -4.8473920990745192e-06
 2.6252146174370137e+00 -4.8480758895281482e-06
 2.6257492346198847e+00 -4.8488558618140471e-06
 2.6257492198380081e+00 -4.8496231062442588e-06
 2.6260294529542727e+00 -4.8486214842389320e-06
 2.6260294628382028e+00 -4.8485061179126283e-06
 2.6258932003619280e+00 -4.8476735654554258e-06
 2.6258931998841075e+00 -4.8475096528065410e-06
 2.6240841547529561e+00 -4.8472129192678182e-06
 2.6240841512408726e+00 -4.8482355810992983e-06
 2.6235490711470644e+00 -4.8490069937408175e-06
 2.6235490579485803e+00 -4.8487483349761886e-06
 2.6232544557858417e+00 -4.8488711259030477e-06
 2.6232544782963463e+00 -4.8495570079393796e-06
 2.6223766519191347e+00 -4.8498689629700795e-06
 2.6223766730545219e+00 -4.8494298453560785e-06
 2.6225025703020521e+00 -4.8483736417984645e-06
 2.6225025776296733e+00 -4.8480591750002796e-06
 2.6185613323283676e+00 -4.8488494655648365e-06
 2.6189987919391817e+00 -4.8492795073434073e-06
 2.6206216447309907e+00 -4.8490089236788689e-06
 2.6206216644138722e+00 -4.8501027283898843e-06
 2.6204709527863983e+00 -4.8483412424092958e-06
 2.6204709423395438e+00 -4.8488136050115232e-06
 2.6192289197984171e+00 -4.8476701011712676e-06
 2.6192289178645587e+00 -4.8477717889332992e-06
 2.6199074752829774e+00 -4.8474578520085743e-06
 2.6199074758538421e+00 -4.8475724109431276e-06
 2.6165169880923402e+00 -4.8475693300940294e-06
 2.6172492161618441e+00 -4.8494116536099123e-06
 2.6172491933573778e+00 -4.8505829050841094e-06
 2.6185613083685149e+00 -4.8510576231832845e-06
 2.6179906376035236e+00 -4.8490242229041929e-06
 2.6179906542623379e+00 -4.8490119747232341e-06
 2.6180984979852342e+00 -4.8476953103914854e-06
 2.6180985029717885e+00 -4.8481934948595071e-06
